Source,eType,Target,Time,Weight
307876,5,340727,31536000,1661.71
307876,5,344885,31536000,251.73
307876,5,394673,31536000,1190.41
307876,5,326206,31536000,435.86
307876,5,366321,31536000,432.5
307876,5,370746,31536000,139.5
307876,5,318163,31536000,525.88
307876,5,330887,31536000,650.4
307876,5,338753,31536000,2629.1
307876,5,338655,31536000,242.07
307876,5,343706,31536000,483.49
307876,5,363761,31536000,1752.9
329091,5,307876,31536000,726.54
307876,5,386899,31536000,8755.86
349176,5,308739,31536000,2183.25
349176,5,386879,31536000,813.05
384857,5,349176,31536000,16792.6
349176,5,377011,31536000,5387.54
349176,5,380751,31536000,370.5
349176,5,393680,31536000,244.71
349176,5,340727,31536000,2309.44
349176,5,344885,31536000,505.38
349176,5,315673,31536000,1758.1
349176,5,366321,31536000,1314.73
349176,5,318163,31536000,48.73
349176,5,338753,31536000,1810.71
349176,5,338655,31536000,55.14
349176,5,355315,31536000,985.16
349176,5,343706,31536000,329.71
349176,5,363761,31536000,1852.31
329091,5,349176,31536000,839.59
349176,5,340444,31536000,294.01
310331,5,308739,31536000,640.77
402198,5,310331,31536000,69.73
384857,5,310331,31536000,16770.8
310331,5,377011,31536000,2882.59
310331,5,380751,31536000,269.93
310331,5,393680,31536000,236.22
310331,5,340727,31536000,963.21
310331,5,344885,31536000,569.12
310331,5,394673,31536000,561.45
310331,5,315673,31536000,1024.6
310331,5,366321,31536000,1131.17
310331,5,370746,31536000,68.92
310331,5,386567,31536000,523.45
310331,5,318163,31536000,818.56
310331,5,338753,31536000,1729.66
310331,5,338655,31536000,61.76
310331,5,343706,31536000,176.84
310331,5,363761,31536000,1625.15
329091,5,310331,31536000,390.75
384857,5,395168,31536000,5332.43
395168,5,380751,31536000,184.7
395168,5,393680,31536000,227.8
395168,5,340727,31536000,997.95
395168,5,315673,31536000,2014.79
395168,5,326206,31536000,342.66
395168,5,366321,31536000,2239.27
395168,5,386567,31536000,196.64
395168,5,330887,31536000,870.05
395168,5,338753,31536000,2490.41
395168,5,338655,31536000,94.25
395168,5,363761,31536000,826.56
395168,5,329091,31536000,1116.98
395168,5,386899,31536000,282.13
395168,5,340444,31536000,2780.94
332560,5,324244,31536000,495.8
402198,5,332560,31536000,804.66
384857,5,332560,31536000,9911.69
332560,5,377011,31536000,700.63
332560,5,380751,31536000,133.73
332560,5,393680,31536000,402.86
332560,5,340727,31536000,1037.55
332560,5,344885,31536000,534.39
332560,5,394673,31536000,635.83
332560,5,315673,31536000,1307.6
332560,5,326206,31536000,1066.88
332560,5,370746,31536000,102.76
332560,5,386567,31536000,367.83
332560,5,318163,31536000,288.83
332560,5,330887,31536000,68.91
332560,5,338753,31536000,2034.16
332560,5,338655,31536000,312.81
332560,5,363761,31536000,1910.34
329091,5,332560,31536000,320.96
332560,5,386899,31536000,8398.05
402198,5,312907,31536000,337.09
384857,5,312907,31536000,8765.93
312907,5,377011,31536000,1016.29
312907,5,380751,31536000,133.72
312907,5,393680,31536000,475.67
312907,5,340727,31536000,1447.48
312907,5,344885,31536000,73.98
312907,5,394673,31536000,1519.24
312907,5,326206,31536000,38.23
312907,5,370746,31536000,498.98
312907,5,318163,31536000,357.21
312907,5,338753,31536000,819.1
312907,5,338655,31536000,117.74
312907,5,343706,31536000,36.54
312907,5,363761,31536000,29.14
312907,5,329091,31536000,1708.36
312907,5,386899,31536000,394.51
384857,5,406270,31536000,13620.4
406270,5,377011,31536000,689.08
406270,5,380751,31536000,185.12
406270,5,393680,31536000,681.13
406270,5,340727,31536000,1791.04
406270,5,344885,31536000,687.31
406270,5,394673,31536000,914.43
406270,5,326206,31536000,513.89
406270,5,366321,31536000,1318.86
406270,5,386567,31536000,250.07
406270,5,318163,31536000,613.05
406270,5,330887,31536000,801.12
406270,5,338753,31536000,1475.35
406270,5,338655,31536000,116.51
406270,5,343706,31536000,152.48
406270,5,363761,31536000,2823.4
406270,5,329091,31536000,391.34
406270,5,340444,31536000,610.22
343603,5,324244,31536000,741.63
402198,5,343603,31536000,16.96
384857,5,343603,31536000,14373.1
343603,5,377011,31536000,437.25
343603,5,380751,31536000,98.06
343603,5,393680,31536000,420.24
343603,5,340727,31536000,1258.15
343603,5,344885,31536000,255.58
343603,5,394673,31536000,542.94
343603,5,326206,31536000,77.06
343603,5,366321,31536000,1507.81
343603,5,370746,31536000,462.17
343603,5,318163,31536000,1365.56
343603,5,338753,31536000,407.71
343603,5,338655,31536000,65.1
343603,5,343706,31536000,68.06
343603,5,363761,31536000,284.56
343603,5,329091,31536000,1760.28
343603,5,386899,31536000,6313.93
338839,5,308739,31536000,5856.44
384857,5,338839,31536000,223710
338839,5,377011,31536000,5655.96
338839,5,380751,31536000,377.46
338839,5,393680,31536000,792.71
338839,5,340727,31536000,542.25
338839,5,344885,31536000,1021.51
338839,5,394673,31536000,3213.55
338839,5,315673,31536000,1756.19
338839,5,366321,31536000,4835.9
338839,5,318163,31536000,9026.25
338839,5,330887,31536000,877.73
338839,5,338655,31536000,185.74
338839,5,343706,31536000,352.19
338839,5,363761,31536000,2440.77
338839,5,329091,31536000,3741.49
338839,5,386899,31536000,6518.59
334426,5,308739,31536000,6016.19
334426,5,386879,31536000,1.96
402198,5,334426,31536000,3626.51
334426,5,372675,31536000,3274.32
384857,5,334426,31536000,40989.6
334426,5,377011,31536000,9629.26
334426,5,380751,31536000,219
334426,5,393680,31536000,755.64
334426,5,340727,31536000,3250.16
334426,5,344885,31536000,720
334426,5,394673,31536000,3062.33
334426,5,315673,31536000,1360.45
334426,5,366321,31536000,1197.38
334426,5,370746,31536000,224.47
334426,5,386567,31536000,3672.06
334426,5,318163,31536000,610.11
334426,5,330887,31536000,2846.18
334426,5,338655,31536000,62.94
334426,5,355315,31536000,835.36
334426,5,343706,31536000,269.76
334426,5,363761,31536000,929.24
334426,5,329091,31536000,7616.24
334426,5,386899,31536000,6003.4
334426,5,340444,31536000,2124.95
379747,5,308739,31536000,2960.76
379747,5,386879,31536000,2471.69
379747,5,372675,31536000,3065.84
384857,5,379747,31536000,29980.5
379747,5,377011,31536000,742.9
379747,5,380751,31536000,47.8
379747,5,393680,31536000,229.02
379747,5,340727,31536000,5233.36
379747,5,344885,31536000,486.68
379747,5,326206,31536000,199.56
379747,5,366321,31536000,614.91
379747,5,370746,31536000,673.95
379747,5,386567,31536000,616.2
379747,5,318163,31536000,675.31
379747,5,338753,31536000,2039.21
379747,5,355315,31536000,1603.26
379747,5,343706,31536000,65.17
379747,5,363761,31536000,1158.45
379747,5,329091,31536000,3185.18
379747,5,386899,31536000,1448.68
379747,5,340444,31536000,1104.68
384148,5,308739,31536000,4742.28
384857,5,384148,31536000,14682.4
384148,5,377011,31536000,2832.03
384148,5,380751,31536000,308.64
384148,5,393680,31536000,665.85
384148,5,340727,31536000,3802.45
384148,5,344885,31536000,560.55
384148,5,394673,31536000,193.75
384148,5,366321,31536000,2315.68
384148,5,370746,31536000,18.88
384148,5,386567,31536000,203.09
384148,5,318163,31536000,2049.9
384148,5,338753,31536000,511.35
384148,5,338655,31536000,79.65
384148,5,363761,31536000,599.23
384148,5,329091,31536000,852.05
384148,5,386899,31536000,3921.66
329360,5,308739,31536000,4388.66
384857,5,329360,31536000,39886.6
329360,5,377011,31536000,5295.19
329360,5,380751,31536000,11.95
329360,5,393680,31536000,543.69
329360,5,340727,31536000,2413.87
329360,5,344885,31536000,943.16
329360,5,326206,31536000,527.54
329360,5,366321,31536000,3356.55
329360,5,370746,31536000,609.48
329360,5,386567,31536000,2403.77
329360,5,318163,31536000,120.24
329360,5,338753,31536000,226.09
329360,5,343706,31536000,502
329360,5,363761,31536000,305.14
329360,5,329091,31536000,6019.12
329360,5,386899,31536000,3113.11
361887,5,389415,31536000,1037.31
361887,5,308739,31536000,4668.39
361887,5,386879,31536000,188.58
402198,5,361887,31536000,1061.17
361887,5,372675,31536000,2010.74
384857,5,361887,31536000,39387.2
361887,5,377011,31536000,1451.99
361887,5,380751,31536000,322.38
361887,5,393680,31536000,512.21
361887,5,340727,31536000,3019.1
361887,5,344885,31536000,721.46
361887,5,308763,31536000,1146.38
361887,5,394673,31536000,4017.23
361887,5,315673,31536000,1950.9
361887,5,370746,31536000,1010.4
361887,5,386567,31536000,3284.7
361887,5,318163,31536000,421.28
361887,5,330887,31536000,365.76
361887,5,338753,31536000,2911.33
361887,5,338655,31536000,18.2
361887,5,355315,31536000,2100.58
361887,5,343706,31536000,276.63
361887,5,363761,31536000,329.89
361887,5,329091,31536000,5598.86
361887,5,386899,31536000,5314.56
361887,5,340444,31536000,3398.58
399150,5,308739,31536000,4390.39
399150,5,386879,31536000,1935.15
399150,5,372675,31536000,3406.7
384857,5,399150,31536000,45680.7
399150,5,380751,31536000,74.22
399150,5,393680,31536000,6.69
399150,5,340727,31536000,3795.09
399150,5,344885,31536000,398.32
399150,5,394673,31536000,47.12
399150,5,315673,31536000,2147.78
399150,5,366321,31536000,2117.65
399150,5,370746,31536000,712.45
399150,5,318163,31536000,815.23
399150,5,330887,31536000,1014.06
399150,5,338753,31536000,4215.12
399150,5,355315,31536000,1415.18
399150,5,343706,31536000,22.73
399150,5,363761,31536000,2647
399150,5,329091,31536000,8829.89
399150,5,386899,31536000,4828.27
384857,5,377885,31536000,46459.6
377885,5,380751,31536000,86.15
377885,5,393680,31536000,67.44
377885,5,340727,31536000,2116.69
377885,5,344885,31536000,1662.66
377885,5,394673,31536000,2257.86
377885,5,326206,31536000,597.63
377885,5,366321,31536000,369.41
377885,5,386567,31536000,3237.96
377885,5,318163,31536000,4039.93
377885,5,330887,31536000,858.65
377885,5,338753,31536000,6053.71
377885,5,338655,31536000,162.83
377885,5,363761,31536000,1145.44
329091,5,377885,31536000,6977.78
377885,5,340444,31536000,380.81
402198,5,337974,31536000,3614.69
384857,5,337974,31536000,25264.6
337974,5,377011,31536000,3659.73
337974,5,380751,31536000,156.39
337974,5,393680,31536000,1556.31
337974,5,340727,31536000,1456.1
337974,5,344885,31536000,1278.07
337974,5,394673,31536000,2011.17
337974,5,366321,31536000,1084.99
337974,5,370746,31536000,905.9
337974,5,318163,31536000,3728.63
337974,5,330887,31536000,953.23
337974,5,338753,31536000,2897.78
337974,5,338655,31536000,467.16
337974,5,343706,31536000,1950.23
337974,5,363761,31536000,985.46
337974,5,329091,31536000,3790.49
337974,5,386899,31536000,461.42
337974,5,340444,31536000,10006.2
402198,5,315546,31536000,4297.7
384857,5,315546,31536000,26001.2
315546,5,380751,31536000,1076.41
315546,5,393680,31536000,569.05
315546,5,340727,31536000,4861.25
315546,5,344885,31536000,1843.69
315546,5,366321,31536000,1091.13
315546,5,370746,31536000,723.86
315546,5,386567,31536000,264.13
315546,5,338753,31536000,7507.84
315546,5,363761,31536000,6436.83
329091,5,315546,31536000,2158.13
315546,5,386899,31536000,23282.1
315546,5,340444,31536000,4399.77
384857,5,334689,31536000,29950.8
334689,5,377011,31536000,1657.02
334689,5,380751,31536000,290.22
334689,5,393680,31536000,1732.24
334689,5,340727,31536000,4943.02
334689,5,344885,31536000,1478.48
334689,5,394673,31536000,3238.15
334689,5,326206,31536000,1815.04
334689,5,366321,31536000,6877.12
334689,5,386567,31536000,1935.71
334689,5,318163,31536000,3201.11
334689,5,330887,31536000,427.15
334689,5,338753,31536000,4939.21
334689,5,338655,31536000,884.38
334689,5,363761,31536000,3097.64
334689,5,329091,31536000,800.26
334689,5,386899,31536000,7442.07
334689,5,340444,31536000,3622.34
361021,5,324244,31536000,4392.75
361021,5,308739,31536000,38642.5
361021,5,386879,31536000,5277.72
361021,5,372675,31536000,23568
384857,5,361021,31536000,21857.8
361021,5,377011,31536000,37713
361021,5,380751,31536000,134.59
361021,5,393680,31536000,1398.5
361021,5,340727,31536000,14994
361021,5,308763,31536000,2892.18
361021,5,394673,31536000,14135.3
361021,5,315673,31536000,16409.9
361021,5,366321,31536000,16649.6
361021,5,370746,31536000,9154.27
361021,5,330887,31536000,5815.12
361021,5,338753,31536000,10693.8
361021,5,338655,31536000,240.44
361021,5,355315,31536000,9322.83
361021,5,343706,31536000,1854.82
361021,5,363761,31536000,2890.14
329091,5,361021,31536000,241674
361021,5,340444,31536000,102287
402198,5,404048,31536000,133.2
384857,5,404048,31536000,3022.58
404048,5,380751,31536000,87.4
404048,5,393680,31536000,2.88
404048,5,340727,31536000,951.38
404048,5,344885,31536000,60.34
404048,5,394673,31536000,820.79
404048,5,366321,31536000,211
404048,5,330887,31536000,308.73
404048,5,338655,31536000,5.84
404048,5,343706,31536000,6.03
404048,5,363761,31536000,232.54
404048,5,329091,31536000,194.48
404048,5,386899,31536000,1244.87
404048,5,340444,31536000,397.29
384857,5,328281,31536000,4654.31
328281,5,377011,31536000,338.85
328281,5,380751,31536000,175.83
328281,5,393680,31536000,141.75
328281,5,340727,31536000,488.85
328281,5,344885,31536000,217.85
328281,5,315673,31536000,538.33
328281,5,386567,31536000,380.31
328281,5,330887,31536000,24.84
328281,5,338753,31536000,157.81
328281,5,338655,31536000,45.94
328281,5,343706,31536000,28.95
328281,5,363761,31536000,181.56
328281,5,329091,31536000,616.97
328281,5,386899,31536000,2743.13
328281,5,340444,31536000,495.15
402198,5,362987,31536000,208.72
384857,5,362987,31536000,2720.56
362987,5,380751,31536000,50.58
362987,5,393680,31536000,263.22
362987,5,340727,31536000,627.32
362987,5,344885,31536000,65.98
362987,5,394673,31536000,162.26
362987,5,326206,31536000,76.62
362987,5,366321,31536000,682.4
362987,5,370746,31536000,207.01
362987,5,318163,31536000,579.97
362987,5,330887,31536000,30.07
362987,5,338753,31536000,310.55
362987,5,338655,31536000,45.03
362987,5,363761,31536000,77.28
329091,5,362987,31536000,158.58
362987,5,386899,31536000,1676.6
386234,5,308739,31536000,2507.16
402198,5,386234,31536000,415.83
384857,5,386234,31536000,4376.57
386234,5,377011,31536000,134.9
386234,5,380751,31536000,92.93
386234,5,393680,31536000,332.92
386234,5,340727,31536000,648.64
386234,5,344885,31536000,235.73
386234,5,394673,31536000,74.19
386234,5,315673,31536000,331.21
386234,5,326206,31536000,114.92
386234,5,366321,31536000,886.88
386234,5,386567,31536000,79.76
386234,5,318163,31536000,589.28
386234,5,330887,31536000,55.31
386234,5,338753,31536000,868.53
386234,5,343706,31536000,250.69
386234,5,363761,31536000,321.73
386234,5,329091,31536000,223.62
386234,5,340444,31536000,1025.87
317635,5,308739,31536000,1501.43
402198,5,317635,31536000,420.31
384857,5,317635,31536000,11074.7
317635,5,377011,31536000,880.84
317635,5,380751,31536000,152.49
317635,5,393680,31536000,311.44
317635,5,340727,31536000,293.9
317635,5,344885,31536000,161.66
317635,5,315673,31536000,611.6
317635,5,326206,31536000,126.34
317635,5,366321,31536000,112.19
317635,5,370746,31536000,171.61
317635,5,386567,31536000,263.76
317635,5,338753,31536000,1544.69
317635,5,338655,31536000,60.62
317635,5,343706,31536000,103.91
317635,5,363761,31536000,91.75
317635,5,329091,31536000,984.81
317635,5,386899,31536000,3333.04
311482,5,308739,31536000,4960.44
384857,5,311482,31536000,131542
311482,5,377011,31536000,9540.06
311482,5,380751,31536000,112.42
311482,5,393680,31536000,412.01
311482,5,340727,31536000,1924.34
311482,5,344885,31536000,256.74
311482,5,394673,31536000,1083.85
311482,5,326206,31536000,80.36
311482,5,366321,31536000,76.74
311482,5,370746,31536000,1177.98
311482,5,386567,31536000,846.87
311482,5,330887,31536000,730.04
311482,5,338753,31536000,389.26
311482,5,338655,31536000,24.96
311482,5,363761,31536000,1257.7
329091,5,311482,31536000,20285.1
311482,5,386899,31536000,3497.54
311482,5,340444,31536000,15916.2
339065,5,308739,31536000,2441.27
339065,5,386879,31536000,2199.3
402198,5,339065,31536000,996.43
339065,5,372675,31536000,1451.55
384857,5,339065,31536000,22177.3
339065,5,377011,31536000,4022.5
339065,5,380751,31536000,148.9
339065,5,393680,31536000,474.63
339065,5,340727,31536000,973.56
339065,5,344885,31536000,124.16
339065,5,394673,31536000,4124.28
339065,5,315673,31536000,729.38
339065,5,366321,31536000,474.72
339065,5,370746,31536000,402.66
339065,5,338753,31536000,1742.69
339065,5,355315,31536000,1103
339065,5,363761,31536000,172.44
339065,5,329091,31536000,5636.37
339065,5,340444,31536000,1063.83
399900,5,308739,31536000,1966.47
399900,5,386879,31536000,1604.98
402198,5,399900,31536000,271.54
399900,5,372675,31536000,1778.48
384857,5,399900,31536000,14554.8
399900,5,377011,31536000,2263.86
399900,5,380751,31536000,397.7
399900,5,393680,31536000,363.91
399900,5,340727,31536000,1435.56
399900,5,344885,31536000,55.64
399900,5,308763,31536000,577.07
399900,5,394673,31536000,525.15
399900,5,366321,31536000,674.12
399900,5,370746,31536000,12.43
399900,5,386567,31536000,1455.61
399900,5,318163,31536000,628.47
399900,5,330887,31536000,654.83
399900,5,338753,31536000,544.28
399900,5,338655,31536000,24.76
399900,5,355315,31536000,494.84
399900,5,343706,31536000,224.95
399900,5,363761,31536000,350.13
399900,5,329091,31536000,2287.24
399900,5,340444,31536000,1129.59
321443,5,308739,31536000,4415.45
321443,5,386879,31536000,52.04
384857,5,321443,31536000,19604
321443,5,377011,31536000,2320.74
321443,5,380751,31536000,226.66
321443,5,393680,31536000,349.58
321443,5,340727,31536000,2832.88
321443,5,344885,31536000,751.36
321443,5,394673,31536000,826.18
321443,5,315673,31536000,117.42
321443,5,326206,31536000,26.78
321443,5,370746,31536000,278.57
321443,5,338753,31536000,359.34
321443,5,338655,31536000,80.81
321443,5,355315,31536000,1220.01
321443,5,363761,31536000,1369.79
321443,5,329091,31536000,846.17
321443,5,386899,31536000,2023.63
321443,5,340444,31536000,1019.08
318712,5,308739,31536000,21699.3
384857,5,318712,31536000,143858
318712,5,377011,31536000,15088.4
318712,5,380751,31536000,456.71
318712,5,393680,31536000,2378.6
318712,5,340727,31536000,5362.15
318712,5,344885,31536000,1689.16
318712,5,394673,31536000,8444.03
318712,5,326206,31536000,2111.52
318712,5,370746,31536000,385.87
318712,5,386567,31536000,1006.36
318712,5,318163,31536000,6192.98
318712,5,330887,31536000,6393.29
318712,5,338753,31536000,2935.06
318712,5,343706,31536000,116.31
318712,5,363761,31536000,4951.15
318712,5,329091,31536000,19480.8
318712,5,386899,31536000,14153.4
318712,5,340444,31536000,12677.5
352252,5,308739,31536000,25079.4
352252,5,386879,31536000,9368.15
402198,5,352252,31536000,1840.81
352252,5,372675,31536000,12000
384857,5,352252,31536000,647030
352252,5,377011,31536000,35981.5
352252,5,380751,31536000,1570.79
352252,5,393680,31536000,1177.72
352252,5,340727,31536000,6259.14
352252,5,344885,31536000,4315.51
352252,5,394673,31536000,17326.8
352252,5,315673,31536000,59222.4
352252,5,386567,31536000,6812.65
352252,5,318163,31536000,7992.34
352252,5,330887,31536000,10936.9
352252,5,338753,31536000,11748.4
352252,5,338655,31536000,922.08
352252,5,355315,31536000,4393.27
352252,5,363761,31536000,657.25
352252,5,329091,31536000,256705
352252,5,386899,31536000,22255.4
352252,5,340444,31536000,20611.7
323393,5,308739,31536000,8433.51
323393,5,386879,31536000,42.39
402198,5,323393,31536000,1273.93
323393,5,372675,31536000,10454
384857,5,323393,31536000,22471.7
323393,5,377011,31536000,3256.84
323393,5,380751,31536000,626.25
323393,5,393680,31536000,709.74
323393,5,340727,31536000,323.75
323393,5,344885,31536000,803.27
323393,5,315673,31536000,5401.11
323393,5,366321,31536000,566.66
323393,5,370746,31536000,1055.24
323393,5,318163,31536000,1263.37
323393,5,330887,31536000,1860.01
323393,5,338753,31536000,1056.28
323393,5,338655,31536000,572.39
323393,5,355315,31536000,2654.76
323393,5,343706,31536000,1258.56
323393,5,363761,31536000,2025.14
323393,5,329091,31536000,3136.11
320671,5,308739,31536000,32074
402198,5,320671,31536000,23825.6
384857,5,320671,31536000,619963
320671,5,377011,31536000,19509.3
320671,5,380751,31536000,707.75
320671,5,393680,31536000,2812.2
320671,5,340727,31536000,1346.38
320671,5,344885,31536000,1827.44
320671,5,394673,31536000,8451.08
320671,5,326206,31536000,179.25
320671,5,370746,31536000,6537.83
320671,5,330887,31536000,7422.71
320671,5,338753,31536000,5502.61
320671,5,338655,31536000,419.71
320671,5,363761,31536000,1568.36
320671,5,329091,31536000,288399
320671,5,386899,31536000,12879
351234,5,308739,31536000,3877.78
351234,5,386879,31536000,3898
351234,5,372675,31536000,3164.62
384857,5,351234,31536000,9945.27
351234,5,377011,31536000,3425.74
351234,5,380751,31536000,190.9
351234,5,393680,31536000,944.51
351234,5,340727,31536000,2351.23
351234,5,394673,31536000,3472.76
351234,5,326206,31536000,2016.75
351234,5,366321,31536000,5981.19
351234,5,318163,31536000,541.23
351234,5,330887,31536000,2715.88
351234,5,338753,31536000,1124.28
351234,5,338655,31536000,755.36
351234,5,355315,31536000,1088.3
351234,5,343706,31536000,1277.89
351234,5,363761,31536000,546.79
351234,5,329091,31536000,902.7
351234,5,386899,31536000,989.2
351234,5,340444,31536000,309.48
326880,5,308739,31536000,8432.04
402198,5,326880,31536000,2533.31
384857,5,326880,31536000,25798.3
326880,5,377011,31536000,4869.66
326880,5,380751,31536000,477.21
326880,5,393680,31536000,991.31
326880,5,340727,31536000,1022.79
326880,5,344885,31536000,1592.45
326880,5,394673,31536000,2292.69
326880,5,326206,31536000,575.81
326880,5,366321,31536000,2100.87
326880,5,370746,31536000,507.66
326880,5,386567,31536000,864.5
326880,5,330887,31536000,3608.19
326880,5,338753,31536000,11532.2
326880,5,338655,31536000,109.57
326880,5,363761,31536000,2609.97
329091,5,326880,31536000,1916.13
326880,5,386899,31536000,8023.05
326880,5,340444,31536000,4588.96
405468,5,308739,31536000,15128.2
405468,5,386879,31536000,2378.96
402198,5,405468,31536000,4527.75
405468,5,372675,31536000,11521.2
384857,5,405468,31536000,87411.8
405468,5,377011,31536000,14199.5
405468,5,380751,31536000,1287.62
405468,5,393680,31536000,1200.8
405468,5,340727,31536000,5424.06
405468,5,344885,31536000,1734.92
405468,5,394673,31536000,4308.22
405468,5,315673,31536000,573.69
405468,5,326206,31536000,3138.12
405468,5,366321,31536000,2612.14
405468,5,330887,31536000,4236.9
405468,5,338753,31536000,5658.37
405468,5,355315,31536000,801.56
405468,5,363761,31536000,3394.47
405468,5,329091,31536000,6039.55
405468,5,386899,31536000,33836.2
405468,5,340444,31536000,4397.31
321258,5,308739,31536000,2836.39
384857,5,321258,31536000,11191.5
321258,5,380751,31536000,239.28
321258,5,393680,31536000,928.67
321258,5,340727,31536000,2976.7
321258,5,344885,31536000,1503.23
321258,5,394673,31536000,1392.07
321258,5,315673,31536000,1673.49
321258,5,326206,31536000,729.47
321258,5,366321,31536000,695.41
321258,5,318163,31536000,2325.96
321258,5,330887,31536000,3830.14
321258,5,338655,31536000,409.84
321258,5,343706,31536000,730.67
321258,5,363761,31536000,350.38
321258,5,329091,31536000,201.24
