Source,eType,Target,Time,Weight
54107,0,85617,86401,1
85617,0,15327,86401,1
15327,0,54107,86401,1
54107,0,85728,86401,1
18545,0,44023,86401,1
22993,0,38770,86401,1
22993,0,65869,86401,1
83130,0,60321,86401,1
59117,0,64805,86402,1
49522,0,7943,86402,1
7943,0,86160,86402,1
42542,0,86887,86402,1
42542,0,998,86402,1
64838,0,79102,86402,1
76761,0,3378,86402,1
29079,0,71256,86402,1
71843,0,71256,86402,1
23966,0,19589,86402,1
96927,0,23966,86402,1
170,0,69296,86402,1
73381,0,22541,86402,1
14958,0,79226,86402,1
43613,0,61257,86402,1
15999,0,54914,86402,1
24508,0,6293,86402,1
6293,0,75553,86402,1
36525,0,9110,86402,1
9110,0,68546,86402,1
68546,0,36525,86402,1
15979,0,88111,86402,1
36525,0,88111,86402,1
44774,0,57163,86402,1
83018,0,19991,86403,1
16026,0,96583,86403,1
96583,0,98145,86403,1
83652,0,42756,86403,1
83652,0,31330,86403,1
67326,0,33580,86403,1
46174,0,21784,86403,1
10577,0,46174,86403,1
27504,0,18681,86403,1
34319,0,94430,86403,1
94430,0,16770,86403,1
14412,0,13174,86403,1
52627,0,14412,86403,1
10290,0,1385,86403,1
1385,0,94271,86403,1
99808,0,12371,86403,1
83239,0,99808,86403,1
36206,0,41318,86403,1
41318,0,90148,86403,1
90148,0,36206,86403,1
91488,0,44347,86403,1
44347,0,23243,86403,1
23243,0,91488,86403,1
44360,0,89946,86403,1
89946,0,49877,86403,1
79974,0,98096,86403,1
88437,0,32394,86403,1
32394,0,85250,86403,1
51520,0,77914,86403,1
77914,0,73588,86403,1
75732,0,73352,86403,1
73352,0,84373,86403,1
85222,0,47506,86403,1
39982,0,41588,86403,1
41588,0,25556,86403,1
28451,0,91228,86403,1
35422,0,61216,86403,1
33632,0,78704,86404,1
33632,0,89147,86404,1
78727,0,2472,86404,1
92035,0,69757,86404,1
62832,0,92035,86404,1
76339,0,59056,86404,1
59056,0,24631,86404,1
76339,0,21903,86404,1
49561,0,30107,86404,1
30107,0,38660,86404,1
38660,0,49561,86404,1
98112,0,40796,86404,1
29365,0,88570,86404,1
28741,0,80391,86404,1
84880,0,68673,86404,1
53448,0,89229,86404,1
53448,0,17035,86404,1
69214,0,79022,86404,1
69214,0,92633,86404,1
19482,0,1136,86404,1
65253,0,40554,86404,1
40554,0,54517,86404,1
65253,0,54517,86404,1
49405,0,9630,86404,1
9630,0,81598,86404,1
52164,0,30816,86404,1
30816,0,80426,86404,1
54742,0,38640,86404,1
38640,0,80351,86404,1
40936,0,50197,86404,1
28735,0,40936,86404,1
81099,0,25181,86404,1
51628,0,12500,86404,1
43103,0,65444,86404,1
81729,0,76615,86404,1
51113,0,98071,86404,1
98071,0,69131,86404,1
94282,0,43077,86404,1
67359,0,19413,86404,1
65470,0,67359,86404,1
53341,0,72153,86404,1
47163,0,28251,86404,1
28251,0,7702,86404,1
6474,0,40815,86404,1
40815,0,94795,86404,1
6474,0,94795,86404,1
32567,0,69468,86404,1
69468,0,39239,86404,1
11122,0,18579,86405,1
18579,0,7554,86405,1
57819,0,59212,86405,1
70571,0,38721,86405,1
98555,0,4050,86405,1
22170,0,41835,86405,1
29738,0,99218,86405,1
958,0,61495,86405,1
61495,0,10429,86405,1
10429,0,958,86405,1
28659,0,87023,86405,1
6153,0,29596,86405,1
29596,0,63269,86405,1
58806,0,39281,86405,1
39281,0,58003,86405,1
83858,0,8075,86405,1
35255,0,12769,86405,1
12769,0,38013,86405,1
38013,0,35255,86405,1
48534,0,43651,86405,1
29148,0,97158,86405,1
97158,0,20783,86405,1
20783,0,29148,86405,1
53352,0,30891,86405,1
35650,0,53352,86405,1
10607,0,15257,86405,1
15257,0,70688,86405,1
80421,0,85513,86405,1
41658,0,80421,86405,1
18797,0,71737,86405,1
3840,0,748,86405,1
39324,0,71271,86405,1
71271,0,17779,86405,1
94017,0,96316,86405,1
96316,0,168,86405,1
40488,0,22154,86405,1
22154,0,45930,86405,1
45930,0,40488,86405,1
55275,0,73247,86405,1
73247,0,22440,86405,1
75349,0,22840,86406,1
65794,0,75349,86406,1
77407,0,72080,86406,1
81182,0,96363,86406,1
52994,0,12949,86406,1
32139,0,70080,86406,1
70080,0,28725,86406,1
28725,0,32139,86406,1
49053,0,3692,86406,1
63243,0,5902,86406,1
51028,0,49466,86406,1
49466,0,52393,86406,1
49646,0,85366,86406,1
85366,0,4707,86406,1
38369,0,59051,86406,1
59051,0,59106,86406,1
53670,0,49116,86406,1
24394,0,90359,86406,1
27766,0,24394,86406,1
49694,0,99583,86406,1
62125,0,20961,86406,1
35686,0,35413,86406,1
35413,0,23646,86406,1
53387,0,13270,86406,1
13270,0,7631,86406,1
9884,0,78356,86406,1
78356,0,81623,86406,1
49197,0,5809,86406,1
35614,0,30197,86406,1
30197,0,66315,86406,1
40297,0,57120,86406,1
52288,0,41041,86406,1
41041,0,51979,86406,1
78093,0,95745,86406,1
30738,0,14836,86407,1
40869,0,30738,86407,1
38101,0,4293,86407,1
81517,0,34212,86407,1
87043,0,79134,86407,1
79134,0,94369,86407,1
93595,0,51663,86407,1
53644,0,53067,86407,1
96479,0,27383,86407,1
15244,0,96479,86407,1
803,0,29253,86407,1
52894,0,82428,86407,1
46806,0,98649,86407,1
35622,0,69253,86407,1
98609,0,44178,86407,1
44178,0,50739,86407,1
50739,0,98609,86407,1
98609,0,36174,86407,1
91067,0,48461,86407,1
24597,0,9092,86407,1
1589,0,28344,86407,1
58246,0,60086,86407,1
60086,0,69104,86407,1
49247,0,4677,86407,1
4677,0,75619,86407,1
85134,0,22435,86407,1
79341,0,46273,86407,1
46273,0,63500,86407,1
1369,0,65181,86407,1
65181,0,55445,86407,1
55964,0,58081,86407,1
1146,0,87457,86408,1
87457,0,79659,86408,1
79659,0,1146,86408,1
80209,0,29070,86408,1
51759,0,80209,86408,1
73455,0,81425,86408,1
77761,0,27105,86408,1
33575,0,42859,86408,1
42859,0,70305,86408,1
70305,0,33575,86408,1
31245,0,18433,86408,1
18433,0,74578,86408,1
82034,0,135,86408,1
135,0,71277,86408,1
10245,0,30609,86408,1
61711,0,91058,86408,1
46601,0,79536,86408,1
79536,0,73119,86408,1
44614,0,16489,86408,1
16489,0,21511,86408,1
27605,0,67416,86408,1
62047,0,40549,86408,1
10657,0,62047,86408,1
92428,0,93488,86409,1
50147,0,50107,86409,1
58511,0,25751,86409,1
25751,0,68342,86409,1
80818,0,55288,86409,1
95104,0,71129,86409,1
92462,0,63233,86409,1
74088,0,63548,86409,1
25408,0,31421,86409,1
31421,0,34160,86409,1
34160,0,25408,86409,1
56961,0,64153,86409,1
98880,0,5655,86409,1
22815,0,36343,86409,1
36343,0,9630,86409,1
9630,0,22815,86409,1
48592,0,7303,86409,1
7303,0,25505,86409,1
98441,0,57432,86409,1
20484,0,44144,86409,1
54449,0,63444,86409,1
50228,0,49075,86409,1
49075,0,23371,86409,1
23371,0,50228,86409,1
45141,0,25518,86409,1
52032,0,73108,86409,1
56464,0,27173,86409,1
27173,0,6280,86409,1
81439,0,63496,86409,1
63496,0,18820,86409,1
11854,0,62809,86409,1
18836,0,22942,86409,1
65719,0,18836,86409,1
68445,0,89656,86409,1
9545,0,13151,86409,1
13151,0,14351,86409,1
50195,0,96439,86409,1
96439,0,70515,86409,1
99293,0,83617,86409,1
22414,0,52606,86409,1
63054,0,84529,86410,1
6713,0,46912,86410,1
46912,0,11951,86410,1
37745,0,67277,86410,1
99207,0,12580,86410,1
89479,0,99207,86410,1
1509,0,13483,86410,1
69380,0,88880,86410,1
88880,0,3784,86410,1
10645,0,90027,86410,1
90027,0,48686,86410,1
23269,0,61241,86410,1
48571,0,28880,86410,1
96867,0,72800,86410,1
64981,0,10483,86410,1
69083,0,70874,86410,1
26889,0,28245,86410,1
74350,0,30088,86410,1
36960,0,5234,86410,1
87392,0,53603,86410,1
63084,0,68467,86410,1
92866,0,63084,86410,1
86840,0,93526,86410,1
75838,0,3044,86410,1
3044,0,19640,86410,1
74716,0,39053,86410,1
39053,0,83225,86410,1
74716,0,5203,86410,1
70682,0,83477,86411,1
96426,0,48072,86411,1
91575,0,77023,86411,1
33290,0,49441,86411,1
52185,0,38062,86411,1
38062,0,66027,86411,1
66027,0,52185,86411,1
95218,0,24773,86411,1
24773,0,90572,86411,1
15191,0,88346,86411,1
78639,0,55869,86411,1
55869,0,41031,86411,1
70461,0,29932,86411,1
22433,0,70461,86411,1
71209,0,80338,86411,1
80338,0,86356,86411,1
86356,0,71209,86411,1
117,0,50706,86411,1
24979,0,88061,86411,1
88061,0,29320,86411,1
90226,0,7224,86411,1
98784,0,90226,86411,1
11103,0,32596,86411,1
60742,0,75506,86411,1
50991,0,67822,86411,1
67822,0,78561,86411,1
78561,0,50991,86411,1
6390,0,69442,86411,1
58239,0,91841,86411,1
19413,0,15825,86411,1
4363,0,7188,86411,1
7188,0,21581,86411,1
48498,0,92341,86412,1
2448,0,70527,86412,1
23317,0,2448,86412,1
64881,0,88590,86412,1
88590,0,79958,86412,1
79958,0,64881,86412,1
14414,0,90912,86412,1
96173,0,14414,86412,1
51028,0,13657,86412,1
71929,0,70347,86412,1
70347,0,48012,86412,1
73980,0,18904,86412,1
18904,0,89822,86412,1
18451,0,48933,86412,1
48933,0,66235,86412,1
16394,0,55914,86412,1
60,0,16394,86412,1
16394,0,15363,86412,1
3327,0,35563,86412,1
35563,0,54635,86412,1
14168,0,2126,86412,1
61011,0,17442,86412,1
51755,0,80927,86412,1
16110,0,82792,86412,1
82792,0,80278,86412,1
5071,0,43856,86412,1
57609,0,5071,86412,1
82068,0,69525,86412,1
82068,0,69854,86412,1
76006,0,47327,86412,1
89275,0,84405,86412,1
87637,0,81449,86412,1
81449,0,19440,86412,1
87637,0,19440,86412,1
42226,0,90803,86412,1
49431,0,928,86412,1
928,0,93820,86412,1
81147,0,63423,86412,1
69672,0,66073,86413,1
10935,0,40560,86413,1
26829,0,77617,86413,1
33269,0,14720,86413,1
89436,0,6300,86413,1
6300,0,97425,86413,1
10185,0,49232,86413,1
49232,0,94101,86413,1
47279,0,33133,86413,1
93130,0,78450,86413,1
43966,0,75049,86413,1
75049,0,71266,86413,1
47596,0,71347,86413,1
86646,0,80834,86413,1
80834,0,84558,86413,1
84558,0,86646,86413,1
87224,0,77244,86413,1
85885,0,80564,86413,1
77549,0,85885,86413,1
83312,0,61128,86413,1
10599,0,97611,86413,1
97611,0,30568,86413,1
30568,0,10599,86413,1
2398,0,28078,86413,1
2398,0,21571,86413,1
82129,0,98908,86413,1
64168,0,46511,86413,1
46511,0,79572,86413,1
56012,0,55673,86413,1
2297,0,55673,86413,1
31578,0,64209,86413,1
96642,0,38268,86413,1
66609,0,67121,86413,1
30277,0,10002,86413,1
6213,0,68174,86413,1
18864,0,6213,86413,1
55867,0,97853,86414,1
57204,0,43220,86414,1
7770,0,77932,86414,1
7770,0,24834,86414,1
7770,0,59542,86414,1
14238,0,11185,86414,1
26466,0,95462,86414,1
72834,0,58094,86414,1
93254,0,83638,86414,1
6611,0,33448,86414,1
33448,0,93350,86414,1
20233,0,92818,86414,1
6611,0,92818,86414,1
66452,0,64213,86414,1
80470,0,66452,86414,1
625,0,69398,86414,1
625,0,96033,86414,1
1913,0,62820,86414,1
20123,0,27004,86414,1
27004,0,55488,86414,1
15884,0,4890,86414,1
33927,0,64561,86414,1
24172,0,87818,86414,1
3651,0,36558,86414,1
36558,0,41647,86414,1
41647,0,3651,86414,1
20374,0,91172,86414,1
47814,0,56116,86414,1
4800,0,47814,86414,1
68390,0,87994,86414,1
39553,0,87994,86414,1
24665,0,8662,86414,1
26176,0,94072,86414,1
7111,0,26176,86414,1
14289,0,98932,86414,1
98932,0,67326,86414,1
93022,0,38046,86414,1
52826,0,16406,86414,1
36345,0,58794,86415,1
792,0,36345,86415,1
97397,0,38721,86415,1
96765,0,89030,86415,1
59895,0,99551,86415,1
33237,0,59895,86415,1
10149,0,70976,86415,1
70976,0,15068,86415,1
40338,0,48757,86415,1
67764,0,79900,86415,1
79900,0,37715,86415,1
61148,0,89167,86415,1
89167,0,74102,86415,1
66213,0,31823,86415,1
31823,0,10267,86415,1
19026,0,25518,86415,1
25518,0,12759,86415,1
12759,0,19026,86415,1
96842,0,83872,86415,1
83872,0,85998,86415,1
96842,0,85998,86415,1
13765,0,5099,86415,1
7431,0,20827,86415,1
7431,0,56771,86415,1
20702,0,78661,86415,1
87429,0,8469,86415,1
58930,0,2043,86415,1
2043,0,81046,86415,1
6417,0,44944,86415,1
55376,0,71036,86415,1
84105,0,2166,86415,1
84105,0,26016,86415,1
45890,0,63424,86416,1
8731,0,54701,86416,1
25328,0,21172,86416,1
24871,0,29775,86416,1
24871,0,86493,86416,1
86501,0,48199,86416,1
48199,0,94724,86416,1
35760,0,10588,86416,1
71177,0,69269,86416,1
69269,0,6811,86416,1
89189,0,65473,86416,1
3386,0,9917,86416,1
62258,0,38809,86416,1
38809,0,93071,86416,1
377,0,7614,86416,1
32188,0,59570,86416,1
35993,0,19108,86416,1
93456,0,35993,86416,1
2649,0,39506,86416,1
39506,0,57700,86416,1
42543,0,32037,86416,1
84581,0,42543,86416,1
71704,0,2750,86416,1
53130,0,71704,86416,1
90016,0,28601,86416,1
98945,0,7605,86416,1
8381,0,21169,86416,1
21169,0,70015,86416,1
70015,0,8381,86416,1
89634,0,43462,86416,1
43462,0,25899,86416,1
25899,0,89634,86416,1
54099,0,58018,86416,1
30533,0,29953,86416,1
60846,0,30533,86416,1
62475,0,23775,86416,1
23775,0,9997,86416,1
43277,0,46664,86416,1
14779,0,89018,86416,1
89018,0,5635,86416,1
5635,0,14779,86416,1
43251,0,14211,86416,1
14211,0,13141,86416,1
8819,0,51208,86416,1
74583,0,86491,86416,1
32802,0,74583,86416,1
26238,0,37146,86416,1
37146,0,91427,86416,1
97174,0,93274,86417,1
20887,0,82293,86417,1
47506,0,78226,86417,1
78226,0,79925,86417,1
71745,0,54518,86417,1
48108,0,28336,86417,1
28336,0,47291,86417,1
21616,0,23267,86417,1
78692,0,21616,86417,1
60746,0,97043,86417,1
97043,0,41756,86417,1
41756,0,60746,86417,1
80474,0,23575,86417,1
23575,0,10425,86417,1
45324,0,57696,86417,1
26618,0,55465,86417,1
55465,0,92467,86417,1
92467,0,26618,86417,1
86996,0,12359,86417,1
12359,0,98622,86417,1
321,0,89203,86417,1
28917,0,70003,86417,1
70003,0,12216,86417,1
98831,0,44847,86417,1
44847,0,710,86417,1
55470,0,36581,86417,1
64553,0,51635,86417,1
12441,0,38108,86417,1
38108,0,97692,86417,1
18134,0,50742,86417,1
50742,0,24297,86417,1
94090,0,81104,86417,1
27516,0,51464,86417,1
39223,0,48641,86417,1
48641,0,43128,86417,1
43128,0,39223,86417,1
5973,0,63425,86417,1
25781,0,5973,86417,1
88826,0,34246,86417,1
20079,0,55875,86417,1
55875,0,82432,86417,1
44069,0,35999,86417,1
66479,0,43041,86417,1
42810,0,94614,86417,1
10819,0,59731,86417,1
59731,0,77,86417,1
10807,0,94473,86417,1
5511,0,50512,86417,1
40702,0,17329,86418,1
11203,0,15844,86418,1
60904,0,11203,86418,1
33290,0,47050,86418,1
51646,0,75234,86418,1
75234,0,22144,86418,1
51646,0,22144,86418,1
60804,0,20452,86418,1
80748,0,97699,86418,1
85477,0,71690,86418,1
71690,0,30452,86418,1
86934,0,66016,86418,1
58391,0,3760,86418,1
3760,0,28500,86418,1
28500,0,58391,86418,1
65274,0,32760,86418,1
7450,0,38504,86418,1
38504,0,76272,86418,1
62539,0,87604,86418,1
69981,0,97012,86418,1
2293,0,75042,86418,1
80114,0,2293,86418,1
89016,0,57588,86418,1
25913,0,90562,86418,1
76894,0,35156,86418,1
35156,0,58336,86418,1
18150,0,38557,86418,1
93145,0,35246,86418,1
78545,0,93145,86418,1
79226,0,81749,86418,1
89245,0,79226,86418,1
20768,0,57892,86418,1
89775,0,12155,86418,1
38113,0,32878,86418,1
95691,0,92782,86418,1
92782,0,43955,86418,1
94027,0,49008,86418,1
99463,0,39528,86418,1
39528,0,55397,86418,1
99463,0,43582,86418,1
41554,0,66706,86418,1
1250,0,62249,86419,1
89195,0,70056,86419,1
17178,0,14782,86419,1
14782,0,93573,86419,1
77901,0,61265,86419,1
61265,0,4415,86419,1
77901,0,73348,86419,1
72541,0,21300,86419,1
94335,0,66508,86419,1
66508,0,91950,86419,1
73910,0,18878,86419,1
18878,0,59799,86419,1
21643,0,73910,86419,1
4109,0,69950,86419,1
24881,0,23417,86419,1
23417,0,61851,86419,1
37903,0,68582,86419,1
68582,0,91592,86419,1
68605,0,13242,86419,1
37477,0,71087,86419,1
73721,0,41769,86419,1
73721,0,82232,86419,1
57851,0,18147,86419,1
98803,0,57851,86419,1
72947,0,88660,86419,1
88660,0,55413,86419,1
55413,0,72947,86419,1
94285,0,53645,86419,1
76331,0,94285,86419,1
69394,0,79855,86419,1
79855,0,91237,86419,1
43735,0,2852,86419,1
43735,0,4460,86419,1
41326,0,11152,86420,1
11152,0,88283,86420,1
63751,0,54647,86420,1
54647,0,35933,86420,1
27628,0,31001,86420,1
29019,0,27297,86420,1
46069,0,29019,86420,1
86176,0,88886,86420,1
23344,0,52906,86420,1
52906,0,39802,86420,1
86527,0,31067,86420,1
89699,0,89692,86420,1
89692,0,11465,86420,1
49866,0,16844,86420,1
21806,0,67830,86420,1
59397,0,21806,86420,1
21295,0,23863,86420,1
23863,0,30633,86420,1
73730,0,14366,86420,1
15462,0,79301,86420,1
13534,0,26100,86420,1
63292,0,6840,86420,1
6840,0,50162,86420,1
50162,0,63292,86420,1
89872,0,6306,86420,1
31630,0,89872,86420,1
56964,0,51999,86420,1
51999,0,31788,86420,1
31788,0,56964,86420,1
67594,0,90043,86420,1
14460,0,93193,86420,1
93193,0,32944,86420,1
40746,0,4246,86420,1
72927,0,7081,86420,1
51443,0,19406,86420,1
19406,0,29898,86420,1
51443,0,29898,86420,1
17117,0,82585,86421,1
82585,0,76615,86421,1
17117,0,89292,86421,1
55777,0,39743,86421,1
41804,0,49818,86421,1
8516,0,49818,86421,1
64706,0,30148,86421,1
11555,0,59098,86421,1
59098,0,37919,86421,1
13405,0,97331,86421,1
97178,0,15455,86421,1
85592,0,28885,86421,1
28885,0,29767,86421,1
29767,0,85592,86421,1
3092,0,50977,86421,1
4579,0,21715,86421,1
21715,0,67719,86421,1
14834,0,43265,86421,1
14834,0,47856,86421,1
61016,0,42574,86421,1
42574,0,81425,86421,1
81425,0,61016,86421,1
5053,0,31822,86421,1
97127,0,2080,86421,1
53270,0,2409,86421,1
65163,0,60918,86421,1
71156,0,59491,86421,1
92031,0,55830,86421,1
88165,0,55514,86421,1
55514,0,92670,86421,1
37106,0,31857,86421,1
59881,0,602,86422,1
92396,0,97045,86422,1
97045,0,34128,86422,1
34128,0,92396,86422,1
36674,0,90420,86422,1
51428,0,67165,86422,1
3224,0,56824,86422,1
56824,0,4840,86422,1
83890,0,36514,86422,1
87050,0,32889,86422,1
87050,0,2619,86422,1
28870,0,78358,86422,1
78358,0,81033,86422,1
18683,0,47221,86422,1
47221,0,82935,86422,1
89406,0,62772,86422,1
62772,0,99242,86422,1
36730,0,18239,86422,1
18239,0,85642,86422,1
36730,0,85642,86422,1
82010,0,19689,86422,1
39378,0,71752,86423,1
67074,0,48729,86423,1
48729,0,7160,86423,1
67117,0,10847,86423,1
48152,0,18527,86423,1
41582,0,34184,86423,1
34184,0,67996,86423,1
18666,0,22490,86423,1
71140,0,30314,86423,1
88724,0,36521,86423,1
46366,0,36521,86423,1
76104,0,77436,86423,1
98396,0,447,86423,1
447,0,65020,86423,1
41256,0,6033,86423,1
6033,0,66726,86423,1
49788,0,15356,86423,1
15356,0,19369,86423,1
20830,0,63747,86423,1
18453,0,11244,86423,1
11244,0,17554,86423,1
50204,0,47456,86423,1
48809,0,53371,86423,1
73982,0,48809,86423,1
33267,0,50687,86423,1
62947,0,58668,86423,1
53181,0,84358,86423,1
27291,0,84230,86423,1
84230,0,65408,86423,1
96355,0,29397,86423,1
29397,0,18636,86423,1
18636,0,96355,86423,1
3429,0,73595,86423,1
73595,0,45606,86423,1
45606,0,3429,86423,1
40789,0,45075,86423,1
45075,0,92216,86423,1
89643,0,61594,86424,1
29773,0,62591,86424,1
62591,0,61334,86424,1
44562,0,88040,86424,1
1002,0,44562,86424,1
85888,0,22061,86424,1
30658,0,44904,86424,1
59841,0,29969,86424,1
37523,0,59841,86424,1
78259,0,45321,86424,1
96188,0,78259,86424,1
73025,0,87137,86424,1
96592,0,18048,86424,1
33912,0,96592,86424,1
64748,0,26902,86424,1
13260,0,40892,86424,1
39705,0,45257,86424,1
45257,0,40454,86424,1
39705,0,61759,86424,1
96438,0,19490,86424,1
80946,0,24115,86424,1
61203,0,47425,86424,1
47425,0,70982,86424,1
39693,0,80975,86424,1
80975,0,42309,86424,1
41749,0,80839,86424,1
35221,0,49953,86424,1
23981,0,88344,86424,1
11894,0,87040,86424,1
87040,0,38468,86424,1
657,0,48119,86424,1
48119,0,6032,86424,1
62957,0,49534,86424,1
49534,0,53436,86424,1
88491,0,31883,86424,1
55751,0,93193,86425,1
9249,0,55751,86425,1
64570,0,79955,86425,1
18385,0,64564,86425,1
54361,0,52725,86425,1
81385,0,30414,86425,1
22985,0,81385,86425,1
11315,0,58100,86425,1
58100,0,76633,86425,1
39834,0,21705,86425,1
21705,0,6288,86425,1
6288,0,39834,86425,1
55180,0,11255,86425,1
3731,0,23,86425,1
37943,0,72105,86425,1
72105,0,55550,86425,1
55550,0,37943,86425,1
95037,0,22180,86425,1
22180,0,93918,86425,1
28594,0,30895,86425,1
42461,0,61945,86425,1
61945,0,43318,86425,1
43318,0,42461,86425,1
56453,0,68160,86425,1
63948,0,80493,86425,1
70421,0,8075,86425,1
76369,0,77881,86425,1
77881,0,75741,86425,1
76369,0,51824,86425,1
4343,0,13734,86425,1
43344,0,4343,86425,1
72027,0,75407,86425,1
75407,0,77169,86425,1
90507,0,49056,86425,1
52661,0,20817,86425,1
20817,0,59754,86425,1
59754,0,52661,86425,1
27043,0,1125,86425,1
48121,0,34756,86425,1
4152,0,99845,86425,1
98559,0,83144,86426,1
83144,0,14670,86426,1
78349,0,23157,86426,1
23157,0,47192,86426,1
78349,0,47192,86426,1
78349,0,50591,86426,1
97213,0,27609,86426,1
16939,0,79237,86426,1
12970,0,14251,86426,1
14251,0,41293,86426,1
12970,0,41293,86426,1
43821,0,36236,86426,1
36236,0,21980,86426,1
98441,0,67501,86426,1
67501,0,58698,86426,1
45814,0,876,86426,1
876,0,96780,86426,1
88797,0,57754,86426,1
57754,0,7664,86426,1
75567,0,32548,86426,1
32548,0,82605,86426,1
72691,0,41518,86426,1
66430,0,72691,86426,1
68671,0,20759,86426,1
41906,0,24006,86426,1
24006,0,27960,86426,1
28158,0,91050,86426,1
14509,0,35071,86426,1
97554,0,62727,86426,1
62727,0,43408,86426,1
65025,0,58554,86426,1
15727,0,65025,86426,1
67718,0,92760,86426,1
27299,0,28772,86426,1
28772,0,99608,86426,1
99608,0,27299,86426,1
69117,0,53494,86426,1
53494,0,54196,86426,1
54196,0,69117,86426,1
33426,0,11876,86427,1
58641,0,33426,86427,1
65300,0,87822,86427,1
52750,0,65300,86427,1
14997,0,91560,86427,1
51114,0,97851,86427,1
79042,0,94767,86427,1
81398,0,11723,86427,1
11723,0,64797,86427,1
81398,0,97678,86427,1
501,0,71709,86427,1
809,0,37198,86427,1
37198,0,65064,86427,1
45568,0,54705,86427,1
94232,0,13181,86427,1
13181,0,12357,86427,1
69767,0,41545,86427,1
41545,0,69904,86427,1
59139,0,16925,86427,1
48282,0,59139,86427,1
15735,0,80992,86427,1
84410,0,15735,86427,1
18123,0,9383,86427,1
84480,0,18788,86427,1
12207,0,7420,86427,1
6888,0,12207,86427,1
26448,0,99757,86427,1
27686,0,26448,86427,1
78990,0,37400,86427,1
24887,0,60829,86427,1
60829,0,20771,86427,1
48417,0,20227,86427,1
9266,0,91306,86427,1
10760,0,9266,86427,1
86709,0,95824,86427,1
53101,0,86709,86427,1
96431,0,40607,86427,1
76507,0,38685,86427,1
16501,0,36060,86427,1
32193,0,3752,86427,1
21255,0,39939,86428,1
39939,0,82430,86428,1
32494,0,50039,86428,1
63920,0,32494,86428,1
38487,0,19623,86428,1
80165,0,2881,86428,1
2881,0,33549,86428,1
33549,0,80165,86428,1
92849,0,10621,86428,1
24306,0,57599,86428,1
71388,0,24306,86428,1
86392,0,72702,86428,1
72702,0,7894,86428,1
9398,0,10404,86428,1
3289,0,26093,86428,1
30139,0,3289,86428,1
29869,0,32685,86428,1
86707,0,29869,86428,1
59420,0,11452,86428,1
11452,0,75909,86428,1
33041,0,89750,86428,1
89750,0,82991,86428,1
33041,0,82991,86428,1
91532,0,47473,86428,1
47473,0,52887,86428,1
52887,0,91532,86428,1
81769,0,93467,86428,1
93467,0,16990,86428,1
81769,0,46506,86428,1
31729,0,34137,86428,1
68825,0,17154,86428,1
17154,0,32218,86428,1
98759,0,49855,86428,1
49855,0,38368,86428,1
17504,0,39888,86428,1
39888,0,25941,86428,1
20302,0,45621,86428,1
15002,0,96076,86429,1
96076,0,30123,86429,1
30123,0,15002,86429,1
92204,0,6821,86429,1
4456,0,96517,86429,1
33911,0,11983,86429,1
48005,0,8413,86429,1
8413,0,23098,86429,1
30162,0,1888,86429,1
71740,0,49257,86429,1
49257,0,14421,86429,1
37474,0,46440,86429,1
11359,0,88558,86429,1
33214,0,13518,86429,1
70644,0,32605,86429,1
81327,0,91177,86429,1
15879,0,81327,86429,1
31855,0,51741,86429,1
51741,0,25204,86429,1
20437,0,17077,86429,1
61999,0,5046,86429,1
